Thu Nov 02 2023 17:55:28 GMT+0000 (Coordinated Universal Time) - Run Time: 2617ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: GGHM V4 zone of origin - ggh4_orig
Column: GGHM V4 zone of destination - ggh4_dest
Table: Start time of trip - start_time


Filters:
Day of week trip data were collected - trip_day In 2, 
and
Trip purpose of destination - purp_dest In W, 
and
Primary travel mode of trip - mode_prime In D, 

Trip 2016
ROW : ggh4_orig
COLUMN : ggh4_dest

TABLE    : start_time (400)

   ggh4_orig   ggh4_dest      total
        1123        5137         12
        1152        1014         12
        1162        2013         12
        1243        3030          9
        1282        4163          8
        1297        8508         13
        1301        4056         15
        1361        4147         13
        1456        1021         11
        1580        1102         22
        2020        1100         30
        2023        1364         13
        2039        1028         11
        2099        2281         93
        2108        2053         69
        2241        1471         15
        2295        4131         93
        3019        1114         12
        3051        1477         14
        3095        3024         12
        3179        3200         19
        3242        4252         15
        3292        1181         30
        3377        1044          5
        3470        3460         24
        3476        3455         10
        3485        3027         10
        4054        4193          9
        4089        1595         17
        4104        4088          9
        4173        5050          7
        4226        4149         37
        4235        4253         36
        4265        4256         19
        4272        4292         30
        4310        8702         13
        4367        1365         15
        5008        6199         24
        5054        1018         14
        5094        3275         29
        5124        4031         21
        5143        1199         18
        6100        5027         34
        6114        5035         35
        6182        5048         30
        6203        5047         52
        7045        6119         59
        7074        7103         15
        7107        5032         38
        8139        4378         73
        8148        4100          6
        8267        8510         36
        8312        8285         82
        8312       17807         15
        8536        8618         42
        8705        4234          8
        8709        4304         22
        8830        1629         11
        8858        8813         25
        8861        3027          5
        9019        1539         19
        9142        9120         16
        9150        2198          8
       17533       17526         46

TABLE    : start_time (520)

   ggh4_orig   ggh4_dest      total
        1369        3014          5
        1458        1623          7
        1582        2018          9
        2006        1320         54
        2150        1314         41
        2189        2051         16
        2201        2205         18
        2204        5153         27
        3097        1478         24
        3118        3068         12
        3217        3275         14
        3256        1416         24
        3279        3068         14
        3414        3184         53
        3467        3419         22
        4040        5161         18
        4058        4381         36
        4228        1404         10
        4259        1248         13
        4274        1413         27
        4301        5134         10
        4317        4130         29
        4323        1372         34
        4336        4170         14
        5009        6193         26
        5113        4109         17
        5130        1104         16
        5195        1454         35
        6059        6019         29
        6074        6206         20
        7033        5069         39
        8236        8231         17
        8279        8239         11
        8304        8231         23
        8343        8567         11
        8702        1161         24
        8709        8702         13
        8893        8894          6

TABLE    : start_time (525)

   ggh4_orig   ggh4_dest      total
        1291        1390         29
        1292        1324         19
        1301        1286          8
        1358        3042         18
        1428        3043         35
        1464        4136         16
        2070        1157         12
        2241        2118         25
        3212        3035         13
        3447        3061         16
        3455        3293         14
        4298        4147          9
        6134        6184         37
        6211        5044         27
        7023        7077         43
        7043        5051         17
        8302        8554         41
        8596        8585         16
        8709        3309         13
        8835        1416         10
        8855        8813         22
        8862        8858          8
        9010        9010          6

TABLE    : start_time (530)

   ggh4_orig   ggh4_dest      total
        1001        1008         17
        1015        1416         22
        1021        1122         14
        1022        1333         21
        1065        1020         45
        1097        1185         13
        1112        1027        132
        1146        4291         13
        1149        1095         34
        1179        3094         11
        1188        1515         31
        1214        4164         39
        1233        4378         13
        1252        8219         14
        1276        4382         15
        1279        1117         10
        1314        1122         21
        1323        3092          9
        1338        1368         25
        1355        1395         15
        1361        4378          4
        1369        1405          5
        1370        1289          8
        1391        1063         30
        1421        1419         43
        1425        1478         11
        1428        4315         22
        1443        1284         43
        1455        1406         16
        1461        1432         59
        1468        1419         26
        1477        3068         34
        1481        1473          8
        1487        1416         22
        1487        3100         31
        1499        1365         61
        1499        2281         61
        1527        2001         23
        1562        3204         27
        1563        3115         13
        1569        3115         19
        1596        1327         13
        1631        1571          6
        2006        2091         47
        2020        1356         19
        2024        1081         16
        2037        4381         27
        2039        1600         11
        2060        2075         12
        2060        2118         67
        2065        1586         34
        2067        1213         44
        2070        9302         27
        2085        1125          9
        2085        1478         23
        2102        1476        151
        2108        4149         19
        2109        1537         12
        2121        1084         28
        2134        1233         19
        2139        4311          7
        2143        1515          7
        2149        2061         32
        2150        2206         73
        2166        2058         10
        2174        2095         10
        2178        2003         15
        2181        1600         36
        2181        2198         15
        2201        2198         24
        2204        1413         27
        2212        1416         19
        2212        2256         29
        2212        9122         17
        2215        2167         33
        2223        2035         19
        2234        1490          8
        2263        2117         23
        2284        3283          6
        2299        3430         11
        2303        2292         14
        2311        2311         15
        3034        1348         34
        3051        4304         19
        3058        1460         19
        3060        1477         17
        3091        1515         25
        3095        5124         25
        3099        3064         10
        3118        3194         12
        3119        1595         18
        3120        1058         10
        3130        1546         16
        3135        3275         31
        3135        4031         36
        3141        1142         19
        3144        1430         18
        3148        3194         20
        3167        3089         23
        3173        1080         14
        3189        3213         14
        3197        3432         24
        3212        3088         73
        3212        3368         22
        3214        3116         15
        3221        1522         23
        3244        3436         53
        3252        4182         27
        3255        1188         11
        3266        3106         40
        3302        4292         16
        3345        1416         25
        3392        1080         20
        3400        1473         28
        3408        3045         16
        3416        1335         29
        3422        1262         18
        3428        3003         34
        3443        8895         22
        3466        1356         22
        3466        3395         27
        3476        1614         11
        3484        3474         23
        3484        3490         23
        4002        4092         11
        4003        4048         23
        4022        1297         35
        4027        4127          8
        4029        4081          7
        4040        4172         24
        4042        4226         26
        4043        1540          7
        4052        1084         10
        4057        1459         13
        4057        5121         36
        4060        4133         12
        4064        4083         21
        4071        1023         22
        4071        1227         20
        4074        1277         19
        4076        4144         16
        4078        1368         56
        4080        3176         37
        4084        4170         20
        4084        4207         15
        4091        4238         17
        4098        4031         12
        4107        4180         17
        4119        1466         15
        4128        4172         11
        4162        4028         22
        4162        6196         16
        4174        4147         21
        4191        1515         17
        4203        4047         13
        4214        4111         17
        4218        4012         29
        4224        4147         12
        4228        5199         36
        4235        1291         23
        4235        4134         23
        4244        4145         17
        4245        3064          6
        4246        1307         17
        4259        1028          8
        4259        1192         13
        4262        4361         12
        4273        1357         25
        4277        1381         23
        4298        4292         13
        4307        4180          7
        4311        1414         16
        4311        4242         13
        4329        1321          9
        4329        1357         28
        4333        4216         20
        4333        4304         17
        4341        3180         11
        4341        4093          9
        4341        4251         25
        4358        4131         39
        4359        3089          8
        4360        8702          7
        4363        1063         41
        4364        1569         26
        4364        4361         37
        4375        1494         13
        4377        3065         32
        5024        5111         34
        5038        6071         39
        5041        4093         36
        5044        4149         17
        5050        1020         12
        5055        7084          6
        5069        3024         15
        5075        6173         25
        5113        4005         17
        5125        8346         11
        5130        1008         16
        5142        5139         21
        5143        1569          5
        5148        1110         19
        5151        5063         23
        5183        1524         14
        5183        4158         33
        5186        4028         86
        5190        4378         22
        5193        4126         26
        5195        4378         32
        5196        3098          4
        5201        4172         28
        6004        6144         40
        6041        6199         18
        6046        6092         30
        6053        6199         16
        6067        5035         37
        6070        4001         47
        6073        6030         33
        6073        6043         51
        6093        5035         51
        6118        5027         31
        6128        6199         92
        6138        6199         21
        6147        8289         67
        6148        6199         46
        6150        6199         49
        6157        1195         70
