Fri Nov 03 2023 12:25:04 GMT+0000 (Coordinated Universal Time) - Run Time: 3400ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: GGHM V4 zone of origin - ggh4_orig
Column: GGHM V4 zone of destination - ggh4_dest
Table: Start time of trip - start_time


Filters:
Day of week trip data were collected - trip_day In 3, 
and
Trip purpose of destination - purp_dest In W, 
and
Primary travel mode of trip - mode_prime In D, 

Trip 2016
ROW : ggh4_orig
COLUMN : ggh4_dest

TABLE    : start_time (400)

   ggh4_orig   ggh4_dest      total
        4278        4182          7
        4278        6036         18
        4279        1310         16
        4280        4292         14
        4285        4294         10
        4290        4158         26
        4293        8356         30
        4298        3090         14
        4298        4225         18
        4311        4238         32
        4341        1477         13
        4341        1478         11
        4341        4268         14
        4341        4291          7
        4344        3034         45
        4363        1031         26
        4363        4206         12
        4366        5137         18
        4367        8810         21
        4370        1411          8
        5001        1369         17
        5002        4047         22
        5006        6135         15
        5024        1138         17
        5034        5124         29
        5034        5161         21
        5038        1100         14
        5044        5051         11
        5045        1256         18
        5054        1094         18
        5066        1341         23
        5069        1020         39
        5076        4016         30
        5124        1039         34
        5124        3488         27
        5133        3036         44
        5133        5133         17
        5138        5157         32
        5143        4288         20
        5148        5137          4
        5183        4001         41
        5187        4304         59
        5200        5179         33
        6005        6212         37
        6046        6199         23
        6052        8264         13
        6056        5060         32
        6059        3012         81
        6061        6119         47
        6070        6199         32
        6071        5046         16
        6075        6135         63
        6098        6127        101
        6105        4378         71
        6111        5035         73
        6142        5010         59
        6142        5144         62
        6153        1127         91
        6160        6041         31
        6225        6221         30
        6232        1322         14
        7004        6119         10
        7009        7068         71
        7037        7015         25
        7041        7045         49
        7046        7063         17
        7046        7135         13
        7053        7069          6
        7053        7111         13
        7060        7063         19
        7062        7029          5
        7062        7122         26
        7062        7129         14
        7073        5124         67
        7084        5106          3
        7090        6199         68
        7100        7017        110
        7109        7104         11
        7126        6199         14
        7145        5063         27
        7148        7063         25
        7154        5023         23
        7156        4378         13
        7156        7101         18
        7168        7037         14
        8103        8017         24
        8105        8141         31
        8107        8153         27
        8109       16343         21
        8133        8136          9
        8139        8152         19
        8148        8285         28
        8152        5027         11
        8156        1248         22
        8156        8146         19
        8210        1100         20
        8210        8236          9
        8213        6195         19
        8213        8264         33
        8219        8374         16
        8235        8265         10
        8238        8374         18
        8239        8429         22
        8245        8204         17
        8245        8262         17
        8252        8537         27
        8253        8243         32
        8254        8207         10
        8256        8404         16
        8256        8514         18
        8263        8232         14
        8268        8313         29
        8279        8363         32
        8301        6053         11
        8310        8573         34
        8311        8207         21
        8311        8282         21
        8311        8373         34
        8312        8262         26
        8312        8508         29
        8313        8353         12
        8319       17040         11
        8331        1110         14
        8331        8383         32
        8341        8341         20
        8357        8309         25
        8360        8414         23
        8364        8316         29
        8368        8532         18
        8374        8594         26
        8376        8277         22
        8387        5167         20
        8413        8409         19
        8427        8383         26
        8518        1075         19
        8536        1407         10
        8562        8567         25
        8577        5153         21
        8577        8510         13
        8577        8579         13
        8577        8594         63
        8596        8591         37
        8596        8596         14
        8702        4314         22
        8703        8706         18
        8704        1007         33
        8705        4124          8
        8705        4310          8
        8709        4182         20
        8803        4381         15
        8806        4159         12
        8813        8806         42
        8821        1524         14
        8826        3373         29
        8826        4154         18
        8828        1528         47
        8829        1135         34
        8829        3189         49
        8830        4383         30
        8834        3364         15
        8842        8820         28
        8842        8870         11
        8849        8801         33
        8858        8833          8
        8863        8872         27
        8872        4025         10
        8883        1015         14
        8883        8806         23
        8883        8824         31
        8883        8872         13
        8883        8885         11
        8901        8902          5
        8905        4116         25
        8908        8902         12
        8911        8831         28
        8916        8903         12
        8916        8907         28
        9008        2091         45
        9009        3381         36
        9010        2044         13
        9013        2142         10
        9109        9111         13
        9114        9134         39
        9120        2017         52
        9123        2061         25
        9140        9120         14
        9145        9143          8

TABLE    : start_time (535)

   ggh4_orig   ggh4_dest      total
        1030        1013         20
        1057        4304         29
        1201        4172         10
        1361        1251          4
        1484        1243         16
        1495        1254         18
        1606        1385         14
        1626        4361         38
        2156        3174         10
        2228        1419         19
        3446        3226         28
        3488        3432         12
        4002        5035         34
        4110        5144          9
        4238        4208         18
        4280        4304         21
        4341        4093         13
        5053        5155         23
        5170        8506         44
        5181        1061         17
        6056        1020         36
        7094        7140         14
        7144        7111         25
        8310        8374         26
        8515        8556         17
        8815        8813         22
        8820        3086         13
        8860        8846         22

TABLE    : start_time (536)

   ggh4_orig   ggh4_dest      total
        3426        4382         14

TABLE    : start_time (540)

   ggh4_orig   ggh4_dest      total
        1012        1151         21
        1081        1010         21
        1097        1383         49
        1202        1087        111
        1307        4369          4
        1355        1133         22
        1361        1404        107
        1393        3208         16
        1418        1372         24
        1463        2007         54
        1498        3041         31
        1541        3141         84
        2008        2003         12
        2037        1378         12
        2055        1516          3
        2074        3129          9
        2139        2227         37
        2181        2061         11
        2285        3194         13
        2289        2286         13
        2296        2291          5
        3124        1611         16
        3193        1114         15
        3193        1515         15
        3214        3256         17
        4024        1268         23
        4076        1430         17
        4078        4018         46
        4091        1115          9
        4267        4315         18
        4272        4292          6
        4341        1478         13
        5012        5063          9
        5014        1157         23
        5122        5070         44
        6066        6092         17
        6150        1191         65
        6155        6144         32
        6184        1029         18
        7063        7168         11
        8156        6157         19
        8210        8208         19
        8210        8231         19
        8255        4147         12
        8271        8332         39
        8301        8289          8
        8364        8370         20
        8410        6051         25
        8596        8591         27
        8596        8596         20
       17258        1516         20

TABLE    : start_time (545)

   ggh4_orig   ggh4_dest      total
        1002        1029         30
        1009        3026         17
        1070        1424         13
        1109        4158         24
        1136        1183         10
        1215        2003         11
        1239        1362         22
        1242        1138         15
        1251        1091         16
        1323        1095          9
        1347        5069         24
        1388        3232         13
        1392        1404         28
        1400        4109         13
        1506        4220         30
        1513        3196          8
        1624        3184         22
        2009        1341         15
        2013        8888         19
        2032        1362         21
        2042        1356         29
        2112        1021          6
        2122        9307         48
        2124        2234          9
        2124        3273         24
        2131        1115         24
        2134        2061         17
        2134        3129         16
        2138        1327          6
        2143        1135         21
        2143        1320         10
        2143        1503          9
        2150        2003         41
        2164        1604         16
        2206        2003         20
        2213        2010         16
        2218        3064         20
        2276        1395         54
        2302        1528         20
