Fri Nov 03 2023 17:59:04 GMT+0000 (Coordinated Universal Time) - Run Time: 2900ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: GGHM V4 zone of origin - ggh4_orig
Column: GGHM V4 zone of destination - ggh4_dest
Table: Start time of trip - start_time


Filters:
Day of week trip data were collected - trip_day In 4, 
and
Trip purpose of destination - purp_dest In W, 
and
Primary travel mode of trip - mode_prime In D, 

Trip 2016
ROW : ggh4_orig
COLUMN : ggh4_dest

TABLE    : start_time (400)

   ggh4_orig   ggh4_dest      total
        1450        4007         36
        1461        1487         26
        1491        4225         45
        1594        3143         16
        1607        1362         43
        2008        1233         11
        2009        1058         24
        2033        4108         24
        2038        1221          8
        2070        1100         18
        2074        4379         27
        2098        1362         22
        2109        1623         11
        2143        1569         23
        2149        1135         22
        2149        2068         21
        2149        2200         21
        2178        1383         36
        2189        1110         15
        2218        1522         14
        3057        4208         12
        3082        3024         15
        3137        1007         15
        3173        4292         15
        3234        3127         15
        3235        1346          6
        3254        1440         10
        3298        1424          6
        3364        3058         25
        3384        3031         39
        3427        1262          4
        3444        3368          6
        3474        2281         22
        3485        3472         11
        4013        4156         16
        4022        4116         15
        4060        1416          8
        4148        4276         19
        4173        4069         23
        4177        4380         37
        4186        1152          7
        4254        4236         18
        4272        4120         16
        4290        1404          6
        4311        4292         26
        4311        4297         16
        4320        3111         43
        4376        4045         24
        5004        3164         24
        5040        4147         18
        5059        4170         14
        5113        2028         29
        5143        2003         26
        6024        4158         14
        6058        6127         41
        6084        5035         58
        6098        6017         39
        6143        4165         46
        6224        5046         34
        7032        5061         62
        7063        7157         28
        7097        8378         37
        7145        1020         21
        7155        6199         27
        8130        8145          9
        8154        8147         60
        8156        8135         37
        8156        8285         26
        8216        1383         32
        8235        5083         27
        8245        3009         86
        8265        8427         14
        8301       16139        115
        8325        8368          6
        8402        4005         12
        8603        5166         21
        8706        1333         22
        8804        3377         20
        8805        1245         35
        8815        1258          9
        8827        8824         15
        8828        8863         14
        8829        3064         16
        8830        8831         23
        8842        1049         19
        8851        8813        111
        8855        8857         19
        8863        8895         23
        8867        8894         21
        8874        8865         47
        8885        8843         14
        8890        3115         22
        8900        8887         30
        8902        4182         47
        8905        8905         19
        8910        8813         14
       99998        4149         25

TABLE    : start_time (520)

   ggh4_orig   ggh4_dest      total
        1055        4115          7
        1075        4093         35
        1142        1340         11
        1144        1029         29
        1173        1327         12
        1425        4055         41
        1449        1100         12
        1479        1364         13
        1583        1518         16
        1590        1341          5
        1604        1365          9
        2020        4384         16
        2055        1114         31
        2139        1537         14
        2149        2164         42
        2202        1469         23
        2204        2013         16
        2294        1630         30
        3119        4276         25
        3160        4304         12
        3170        3014         12
        3173        1430         15
        3212        3070         25
        3217        1510         13
        3280        3232         16
        3292        1368         28
        3334        3052         31
        3398        1383         25
        4164        5137          7
        4181        4230         18
        4188        4249         15
        4251        4092         35
        4259        4182         22
        4277        1010         16
        4280        1157          9
        4290        1108         24
        4300        4292          8
        4329        3064         32
        5045        5046         21
        5069        5153         36
        5148        1440         10
        5182        5187         51
        5193        4078         62
        6078        6199         19
        6130        4043         57
        7016       99998         20
        7060        7104         14
        7093        7050         32
        7168        4115         23
        8104        8104         14
        8104       17905         17
        8116        8143         21
        8153        6205         22
        8215        5183         19
        8215        8231         14
        8236        8262         57
        8271        8239         26
        8301        8237         27
        8302        8274         35
        8368        4093         14
        8597        3106          7
        8702        4182         19
        8708        1135         20
        8807        1478         10
        8807        3114         14
        8814        3068         14
        8821        1440         36
        8833        2314         15
        8834        8880         16
        8839        1347         38
        8871        8824         35
        8888        8830         25
        9010        2140          9

TABLE    : start_time (525)

   ggh4_orig   ggh4_dest      total
        1064        1478         18
        1188        1321         28
        1201        1132         22
        1264        1115         48
        1291        4308         13
        1317        3194         14
        1378        4125         39
        2109        1284         15
        2143        4251         21
        2150        1430         15
        2150        1576         19
        2218        1588         14
        3013        3257         58
        3392        3334         25
        3486        1180         24
        3487        8894         26
        4054        1076         29
        4056        4156         10
        4200        5124          7
        4244        3090         18
        5040        8537         25
        5150        4225         11
        6081        6127         20
        6122       16527         49
        7118        1510         25
        8104        6036         17
        8110       17806         51
        8114        4092          6
        8156        8104          6
        8221        8569         32
        8268        1273         34
        8291       16448         12
        8301        8412         27
        8842        1454         36
        8867        8835         14
        8874        1347         30
        8885        3427         10
        9008        9009         31

