Fri Nov 03 2023 22:39:19 GMT+0000 (Coordinated Universal Time) - Run Time: 2900ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: GGHM V4 zone of origin - ggh4_orig
Column: GGHM V4 zone of destination - ggh4_dest
Table: Start time of trip - start_time


Filters:
Day of week trip data were collected - trip_day In 5, 
and
Trip purpose of destination - purp_dest In W, 
and
Primary travel mode of trip - mode_prime In D, 

Trip 2016
ROW : ggh4_orig
COLUMN : ggh4_dest

TABLE    : start_time (400)

   ggh4_orig   ggh4_dest      total
        4340        4383         24
        4340        6171         12
        4341        3024         18
        4345        4308         11
        4363        1014         14
        4364        1416         38
        4367        1141         11
        4370        4090         12
        5013        5029         16
        5037        1477         21
        5040        3100         13
        5045        5019         45
        5050        4077          9
        5051        3036         27
        5053        5077         23
        5076        6200         48
        5084        5199         34
        5125        1289         13
        5125        6189         23
        5151        4288         21
        5158        4182         14
        5183        4315         34
        5184        1545         12
        5186        1063         12
        5202        4225         19
        6004        5035         74
        6041        5193         24
        6051        6008         48
        6059       17819         20
        6060        6034         33
        6089        5088         29
        6094        6085         34
        6117        7126         22
        6122        6050         23
        6123        5115         45
        6131        5144         38
        6140        6199         24
        6148        1125         48
        6162        5111         71
        6166        6157         17
        6171        6170         19
        6210        1197         44
        6225        5048         15
        7003        7157         32
        7004        4275         54
        7009        7014         37
        7009        8019         45
        7016        7070         13
        7033        6212         33
        7038        7054         13
        7045       16908         17
        7073        1216         18
        7141        8380         32
        7146        7167          6
        7154       18155         33
        7168        1256         29
        8103        8103         22
        8104        1469         29
        8107        1117         25
        8107       17909         40
        8115        8262         22
        8126        6199         16
        8134        6209         27
        8139        8143         17
        8205        8285         19
        8210        1115         16
        8216        8274         21
        8237        8265         62
        8239        8297         65
        8247        8289         16
        8255        4378         12
        8259        5198         32
        8272        8285         19
        8299        8537         18
        8303        8393         51
        8307        4170         12
        8308        8262         22
        8312        4115         13
        8319        8383         21
        8322        8514         59
        8322       17804         59
        8325        8239         21
        8376        8346         12
        8402        8353         21
        8408        1143         27
        8509        8285         16
        8572        8512         16
        8574        8567         11
        8580        8569         81
        8583       17819         31
        8596        8287         13
        8596        8596         31
        8597        4145          8
        8702        4158         22
        8702        8869         23
        8709        1510         21
        8801        4292         18
        8803        1058         37
        8805        1101         30
        8805        1314          6
        8806        4361         16
        8809        3199         52
        8809        3227         29
        8813        1363         14
        8814        4361         17
        8815        3013          9
        8815        4380         53
        8815        8501         15
        8816        4076         14
        8821        8813         56
        8826        3184         19
        8826        8801         31
        8828        8824         31
        8828        8828         35
        8830        4361         12
        8830        8813         59
        8834        1015         14
        8834        8833         15
        8835        8813         23
        8839        1478         23
        8842        8813         17
        8842        8864         14
        8849        3432         39
        8849        8821         22
        8849        8839         11
        8851        1482         15
        8858        1482         74
        8858        4182         11
        8871        8910         34
        8873        1476         21
        8883        8885         12
        8886        8813         69
        8887        8872         22
        8889        8813        116
        8900        8818         14
        8907        8831         28
        9010        9013         16
        9101        2058         56
        9102        9133         11
        9106        1129         12
        9106        9106         10
        9119        2091         13
        9119        8893         47
        9131        9111          7
        9145        3140         98
       17870        8262         19

TABLE    : start_time (505)

   ggh4_orig   ggh4_dest      total
        1056        4379         12
        1168        1524         12
        1223        4182         14
        1407        1305         17
        1415        3114         11
        1425        3024         17
        1614        1465         37
        1620        1611          9
        2124        4149         45
        3076        4253         15
        3298        1404         18
        3443        3097         33
        3470        3046         26
        4061        1145         32
        4160        1430         28
        4364        1017         28
        5064        5115         30
        5111        5115         13
        6031        5048         39
        6062        5027         35
        6207        3035         21
        6234        4001         24
        8142        8324         14
        8292        8253         12
        8340        8284         10
        8405        8405         17
        8601        4170         18
        8711        4315          6
        8829        3432         16
        9022        9149         35

TABLE    : start_time (510)

   ggh4_orig   ggh4_dest      total
        1149        4159         56
        1268        1390         43
        1429        1531         21
        1494        4225         39
        1526        1133         39
        1541        4380          9
        1620        1470          7
        2020        1058         18
        2094        3432         16
        2097        1364         10
        2124        2057         15
        2204        2315         17
        2206        1508         10
        2218        1016         24
        2228        3255         11
        3302        3163         12
        3419        4225         45
        4020        4109         18
        4022        4047         26
        4101        3012          7
        4160        6127         18
        4265        3114         17
        4293        1289         13
        4323        1251         34
        7018        7055        107
        7148        7167         16
        7168        6199         11
        8104        8231         37
        8150        8280         14
        8153        8149          8
        8213        5051         16
        8298        8422         14
        8587        1516         69
        8814        3086         38
        8829        3386         37
        8855        8806         15
        8880        8847         14
        8887        4220         15

TABLE    : start_time (514)

   ggh4_orig   ggh4_dest      total
        2227        1368         24

TABLE    : start_time (515)

   ggh4_orig   ggh4_dest      total
        1001        4111         11
        1153        3049         10
        1168        1058          5
        1201        2011          9
        1238        1158         34
        1259        8508         18
        1355        1256         57
        1361        4262         49
        1383        1262         11
        1514        3018         18
        1535        3107         20
        1613        1618         47
        2020        1100         17
        2048        2003         13
        2078        1177         21
        2103        1174         33
        2109        1469         12
        2109        1511         12
        2139        3445         34
        2175        2091          6
        2204        1090         12
        2204        2054         41
        2282        2091         11
        3057        1323         24
        3095        1122         11
        3212        1353         32
        3364        3364         10
        3443        3235         33
        3485        1005         10
        3487        1419         17
        4012        3037         15
        4023        5121         16
        4043        4004          7
        4052        5050         14
        4057        4182         43
        4091        1145         13
        4134        3172         15
        4215        1332         11
        4245        4189          8
        4245        4378         14
        4251        4308         14
        4278        1335         33
        4310        4219         21
        4320        4276         49
        4329        4304         36
        4335        4089         13
        4363        1142         15
        4366        1161         20
        5038        1196         20
        5040        5158         31
        5049        1068         22
        5124        5144         22
        5125        4077         18
        5193        4294         52
        5194        4145         63
        6075        5048         26
        6100        7157         19
        7033        7060         15
        7046        7106         20
        7048        6199         10
        7057        6199         12
        7155        7162         30
        8107        5048         31
        8154        8105         12
        8156        4259         12
        8156        8156         16
        8208        8262         15
        8225        1363         25
        8268        5144         25
        8285        8285         18
        8312        4092         24
        8357        1251         18
        8360        8285          8
        8360        8334         22
        8387        8420         25
        8391        8274         18
        8399        8263         40
        8427        8422         22
        8520        6196         14
        8529        4315         19
        8595        3009         41
        8801        3239         24
        8805        1473         21
        8814        1385         28
        8826        1503         29
        8829        3009         15
        8835        8813         19
        8843        8886         27
        8851        4136         14
        8880        8806         25
        9010        4378         31
        9016        2061         18
        9145        9153         18

TABLE    : start_time (520)

   ggh4_orig   ggh4_dest      total
        1015        1322         14
        1015        4383         22
        1094        3306          5
        1239        5137         10
        1246        1013          5
        1272        4225          9
        1297        4256         19
        1361        8104         93
        1383        1132         19
        1423        1515         13
        1434        4076         17
        1626        1623         17
        2013        1260         33
        2111        2108         14
        2134        1198          8
        2143        1569         14
        2157        4378         19
        2177        2061         19
        2212        2027         57
        3075        1075         23
        3120        3088         12
        3247        3187         12
        3288        1419         32
        3416        3143         46
        3447        3003         43
        4044        4182          7
        4114       99998         21
        4138        1440          8
        4191        1277         10
        4203        3015         37
        4224        4109         17
        4278        1518         20
        4286        4069         14
        4298        4109         14
        5039        5111         22
        5080        4083         18
        5124        4147         10
        6083        1629         38
        6090        5011         32
        6117        1168         63
        6146        6199         56
        6230        3100         32
        7016        7084         28
        7073        6034         19
        7168        7107         25
        8156        8262         19
        8203        8141         16
        8209        8285         16
        8245        8330        119
        8248        8504         31
        8250        8370         24
        8265        8207         62
        8282        8556         12
        8576        5051         28
        8576        8512         30
        8596        8596         25
        8707        8604        156
        8710        1477         17
        8814        3100         20
        8814        4234          7
        8826        1454         26
        8842        4378          6
        8863        8806         11
        8900        8906          8
        9112        9113         27

TABLE    : start_time (525)

   ggh4_orig   ggh4_dest      total
        1042        1416         10
        1224        1095         10
        1444        1031         11
        1506        4182         13
        2034        1363         26
        2063        1601         28
        2139        2052         25
        2206        1406         16
        3312        1066         20
        4138        4238          9
        4260        1404         55
        4260        4240          9
        4280        4249         19
        4313        4139         14
        4344        5127         14
        5050        5011         15
        5125        4276         22
        5125        4383         13
        5143        4214         38
        5180        5103         17
        5193        1264         10
        6102        6083         52
        6115        6019         30
        6140        6127         24
        7014        7080         61
        7076        7077         19
        8130        6214          7
        8205        8293         11
        8221        8262         49
        8245        8537         15
        8587        8285         33
        8596        8512         19
        8807        3003         18
        8826        1515         20
        8832        8813         11
        8851        1029         16
        8867        8801         22

TABLE    : start_time (530)

   ggh4_orig   ggh4_dest      total
        1002        1021          9
        1006        1326         18
        1006        8916          8
        1009        1071         67
        1021        1320         33
        1029        1415         24
        1035        4378          9
        1049        1013          5
        1049        7160          7
        1146        1389         47
        1171        1153         17
        1201        3131         14
        1216        1058         48
        1216        4225         63
        1217        1277         11
        1232        1109         20
        1246        1178         30
        1251        1020          9
        1251        1440         31
        1251        3115         11
        1252        1404          7
        1265        1477         31
        1273        1017          9
        1291        8505         22
        1299        2011         26
        1314        8332         11
        1323        1503         34
        1344        4047         18
        1376        1411          6
        1378        1511         17
        1382        1256         11
        1398        2280         16
        1399        3103          7
        1400        1057         27
        1400        1091         36
        1403        1524         12
        1403        3014         24
        1403        4253         11
        1423        3009         26
        1423        3014         13
        1423        3286         17
        1444        4250         31
        1480        1532          5
        1481        3024         66
        1482        2118         29
        1483        4147         26
        1491        3186         19
        1498        4108         38
        1501        3201         26
        1501        3389         19
        1502        4378          5
        1509        1473         34
        1514        3030         29
        1525        3045         26
        1526        3186         33
        1531        1539          6
        1535        1477         18
        1552        1145         26
        1566        9111         33
        1572        4182         20
        1572        4249         20
        1580        4208         32
        1593        3131         17
        1594        1516         12
        1595        1541         15
        1603        1587          9
        1614        1133         15
        1615        2201         20
        1616        1612         17
        1619        1371         20
        1625        1569         27
        1626        3142          9
        2002        2016         36
        2005        1117         15
        2020        1044         18
        2024        1306         65
        2037        2045         30
        2055        3064         14
        2055        4158         51
        2070        1592          6
        2070        3165         25
        2095        2016         14
        2097        1021         38
        2102        2169         19
        2109        2196         12
        2111        1164         14
        2117        3432         25
        2138        1503         23
        2138        3262         24
        2139        1010          9
        2139        3392          8
        2143        1367         11
        2149        1473         46
        2149        2052         66
        2149        9109          6
        2150        1207         43
        2150        2227         24
        2152        2068         31
        2157        1357         36
        2175        3184         28
        2181        1356         17
        2181        2206         26
        2191        1157         14
        2196        2061         15
        2198        1263         21
        2198        3385         15
        2201        2184         17
        2206        2044         20
        2212        1322         40
        2221        2099         16
        2223        3003         10
        2241        3273         20
        2268        2003         21
        2278        8847          5
        2284        1497         11
        2286        2150         51
        2292        1623         20
        2302        2239          6
        2315        2291         13
        3051        1154         15
        3053        3009         19
        3056        3022         14
        3060        1091         20
        3060        2058         16
        3076        2061         32
        3084        3069          8
        3084        3232          8
        3087        1213         22
        3097        1435         11
        3097        3052         19
        3101        1115         33
        3118        1005         18
        3118        1214         18
        3120        4118         47
        3135        1625         45
