Thu Nov 02 2023 15:04:44 GMT+0000 (Coordinated Universal Time) - Run Time: 2700ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: GGHM V4 zone of origin - ggh4_orig
Column: GGHM V4 zone of destination - ggh4_dest
Table: Start time of trip - start_time


Filters:
Day of week trip data were collected - trip_day In 1, 
and
Trip purpose of destination - purp_dest In W, 
and
Primary travel mode of trip - mode_prime In D, 

Trip 2016
ROW : ggh4_orig
COLUMN : ggh4_dest

TABLE    : start_time (400)

   ggh4_orig   ggh4_dest      total
        4254        4187         39
        4259        1316         16
        4269        3389         18
        4270        4079         39
        4272        4170         17
        4277        4206         23
        4277        5144         25
        4286        1297         19
        4293        4031         18
        4298        1122         33
        4301        1478          7
        4311        8601         36
        4323        4126        112
        4341        3022         12
        4341        4378          5
        4345        4292         56
        5017        5144         17
        5038        1466         21
        5044        4120         39
        5045        1277         26
        5064        5051          7
        5075        4158         84
        5094        4311         12
        5096        1416         15
        5113        4079         42
        5122        4169         16
        5125        8285         17
        5130        6097         23
        5133        4378         27
        5174        4366         15
        5184        3001         47
        6035        4070         21
        6118        5121         46
        6178        6199         22
        6215        8223         28
        7009        5041         20
        7033        7114         19
        7060        7069         20
        7060        7087         19
        7076        7062         10
        7083        7046         27
        7084        5074         29
        7084        7103         23
        7090        6056         18
        7100        6199         19
        7113        5076         19
        7130        7104         29
        7145        5016         40
        7148        6199         26
        7154        4182         30
        7154        7103         51
        7155        6088         17
        7159        7103         34
        8102        8357         30
        8105        4378          7
        8105        6199         10
        8110        8149         15
        8129        8133         22
        8154       16343         12
        8210        8706         12
        8229        8207         22
        8279        8352         35
        8294       17116         13
        8317        1135          9
        8318        8567         17
        8357        8359         33
        8366        8374         22
        8402        8402         18
        8417        8417          9
        8534        8266         10
        8576        5145         22
        8594        8512         23
        8600        4136          8
        8701        4304         22
        8705        1016          9
        8707        4207         16
        8707        8506        108
        8710        3304         29
        8801        4378         18
        8805        1477         25
        8806        4366         15
        8806        5047         81
        8811        3383         15
        8815        4378         25
        8818        8702         13
        8820        1419         31
        8820        8805          9
        8826        3042         22
        8832        8814         12
        8834        1233         14
        8835        3251         17
        8858        5176         15
        8862        8806         44
        8871        8813         23
        8875        4172         79
        8886        1416         13
        8887        8833         18
        8887        8890         14
        8890        3128         13
        8895       17505         11
        8895       17533         36
        8901        8895         54
        8911        8833         17
        9013        3340         28
        9018        2145         16
        9019        2311         57
        9019        2318         57
        9023        9010         15
        9023        9015         15
        9023        9152         41
        9102        9101         23
        9132        9111         15
       99999        1465         20

TABLE    : start_time (505)

   ggh4_orig   ggh4_dest      total
        1169        4109         13
        1370        4351         20
        1403        1286         16
        1403        4154          7
        1582        3164         21
        2097        3283         28
        2175        2058         80
        3116        3068          9
        3362        3351         51
        3487       17517         12
        4186        4159         39
        5148        3014         16
        8390        8366         10
        8397        1490         12
        8709        1416          4
        8813        8813         14
        8866        1018         31
        8874        1221         12
        8890        5048         21

TABLE    : start_time (510)

   ggh4_orig   ggh4_dest      total
        1128        1439         17
        1246        1380         16
        1292        5115         82
        1311        4304          8
        1360        1436         23
        1366        1197         58
        2201        1600         56
        3130        4225         49
        3212        3346         23
        3285        3114         45
        3431        1341         32
        3446        3296         28
        3469        1270         25
        3485        3172          9
        4021        4058         62
        4141        1090         23
        4228        1240         30
        4245        1091         77
        4278        3106         25
        5006        5137         17
        5059        4001         10
        6162        6212         16
        6224        5046         23
        7029        7019         18
        7029        7046         18
        7108        7068         25
        8156        8287         12
        8268        8556         35
        8390        8264         10
        8427        8262         10
        9003        2061         25
        9106        2003         22
        9145        9131         20

TABLE    : start_time (515)

   ggh4_orig   ggh4_dest      total
        1186        3165         37
        1239        1320         20
        1272        3100          6
        1352        2061          8
        1462        4075         28
        1592        1110         29
        1605        3116         18
        2038        1293         15
        2097        1588         31
        2097        2111         16
        2104        2160         78
        2121        1135          8
        2150        1316         33
        2160        2246          8
        3128        1430         32
        3424        1219         30
        3429        1343         16
        3490        3406         15
        4029        5115         12
        4081        1310         34
        4096        3014         32
        4228        4294         43
        4235        4131         39
        4245        8274         25
        4262        3088         10
        4270        1389         11
        4285        4076         14
        4307        1091         32
        4307        3306         13
        4312        1465         17
        4341        3035         22
        5050        4236          9
        5110        1013         14
        5124        5060         37
        5125        5160         22
        5182        4236         12
        5183        1515         24
        5188        4216         15
        5190        1357         12
        6002        8285         37
        6061        5035         33
        6084        1015         16
        6160        4100         49
        6189        5097         47
        6218        1293         86
        7011        7003         10
        7089        6199         39
        7090        1395         16
        7151        7134         27
        7155        6212         44
        8208        8285         20
        8239       17819         82
        8245        8275         75
        8291        4180         14
        8308        8556         53
        8580        8262         16
        8604        8600          8
        8705        1256         15
        8806        1319         17
        8809        5149         17
        8812        1159         50
        8851        8832         18
        9130        9113         25

TABLE    : start_time (520)

   ggh4_orig   ggh4_dest      total
        1045        4182         16
        1219        1545         46
        1254        1129         10
        1513        3102          7
        1562        1625         16
        1583        1355         13
        2021        1100         17
        2039        3264          8
        2094        2007         30
        2302        1368         69
        2302        2061          5
        3179        1516         13
        3273        3273         16
        3338        3210          4
        3413        3373         19
        4013        4080          7
        4032        4115         21
        4038        3057         27
        4053        4384          9
        4057        1029         16
        4070        1221          9
        4141        1524         23
        4141       10626         44
        4160        1365         17
        4251        4351         13
        4254        3007         28
        4268        3018         72
        4274        1110         25
        4278        4264          8
        4290        1341          6
        5044        4387         16
        5107        4009         29
        5125        1014         15
        5183        1289         25
        6085        5047         66
        6118        7128         46
        6150        5004         28
        7004        7016         22
        7074        7142         17
        7075        6127         13
        7162        5165         13
        8237        8285         16
        8257        8262         19
        8340        8569         40
        8529        8512         26
        8702        4241         33
        8709        8704         14
        8829        4045          9
        8839        1005         43

TABLE    : start_time (525)

   ggh4_orig   ggh4_dest      total
        1268        3014         17
        1274        4001         16
        1346        1356         26
        1406        4170         18
        1417        1490         15
        1423        3009         29
        2034        2015         13
        2055        3194         56
        2181        4071         44
        2184        1135         33
        3069        4216         31
        3330        4227         32
        4045        4238         16
        4066        4092         29
        4228        4207         41
        4245        1221          5
        4247        4241         26
        6156        4182         12
        7126        6199         18
        8424        8269         28
        8855        4276         28
        8867        8833         18
        9002        2061         22

TABLE    : start_time (530)

